Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-03-09,6:10 PM,"Snacks","Baklava","105.00 g",505.10,0.00,0.00,25.71,206.37,20.46,0.22,0.12,1.46,0.23,0.17,0.00,36.33,59.41,151.56,0.44,3.19,1.00,13.80,28.93,0.31,1.53,38.60,0.84,108.87,129.58,6.92,172.41,0.79,34.11,35.92,1.76,1.13,0.63,13.19,20.20,39.69,46.88,7.24,15.94,11.53,0.69,2.75,2.74,0.00,0.01,13.15,0.02,13.13,0.09,0.12,0.19,0.37,0.14,0.08,0.24,5.48,0.16,0.05,0.16,0.22,"Sweets"
2024-03-09,7:09 PM,"Snacks","Prime Time, Beer","3.00 can 355ml",330.00,,,,,1057.50,,,,,,,,,,,,,,,,,,,,,,,,4.50,4.50,0.00,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,3.00,,,,,"Beverages"
2024-03-10,9:21 AM,"Breakfast","Raising Cane's, Chicken Finger, 130 Cal","6.00 finger",780.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.00,,24.00,30.00,6.00,,,,0.00,36.00,240.00,,,6.00,0.00,,,,,,,,,,,,,,,78.00,,,,,"Restaurant Foods"
2024-03-10,9:22 AM,"Breakfast","Raising Cane's, Cane's Sauce","1.50 Serving",285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,870.00,,9.00,9.00,0.00,,,,6.00,28.50,15.00,,,4.50,0.00,,,,,,,,,,,,,,,0.00,,,,,"Restaurant Foods"
2024-03-10,8:50 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-10,12:57 PM,"Lunch","Lean protein smoothie berries","1.00 full recipe",531.00,0.00,0.00,21.38,1.47,581.02,0.23,0.91,0.91,1.35,0.24,4.62,40.00,17.50,247.75,10.05,295.20,2.77,13.00,903.75,0.06,1.26,74.00,0.38,343.50,789.00,5.85,325.88,2.95,29.28,33.81,4.50,3.12,0.38,0.11,25.76,15.51,156.31,4.12,1.18,6.81,0.34,0.11,0.10,0.00,0.00,1.06,0.01,0.34,0.06,0.30,0.53,1.02,0.90,0.28,0.49,66.28,0.49,0.13,0.50,0.64,""
2024-03-10,5:23 PM,"Dinner","Kirkland Signature, Raw Shrimp, Tail On","167.00 g",147.79,,,,,119.51,0.05,0.04,4.47,0.87,0.40,2.77,,40.08,150.30,0.00,6.68,3.67,0.67,88.67,0.43,1.06,61.79,0.08,511.02,283.90,82.67,472.92,2.72,2.54,2.54,0.00,,,,0.00,0.74,266.02,,,0.15,0.00,,,,,,,,0.45,0.84,1.75,3.26,3.63,1.11,1.66,33.99,1.51,0.43,1.44,1.78,"Finfish and Shellfish Products"
2024-03-10,5:24 PM,"Dinner","Semolina Flour","140.00 g",504.00,0.00,0.00,63.66,332.56,17.74,0.39,0.11,4.63,0.81,0.14,0.00,0.00,100.80,0.00,0.00,0.00,0.36,1.12,23.80,0.26,1.72,65.80,0.87,190.40,260.40,125.16,1.40,1.47,96.50,101.96,5.46,3.36,2.10,94.67,1.01,1.47,0.00,0.17,0.60,0.21,0.00,0.05,0.05,0.00,0.00,0.55,0.00,0.55,0.50,0.36,0.69,1.21,0.34,0.28,0.86,17.75,0.47,0.23,0.47,0.76,"Cereal Grains and Pasta"
2024-03-10,5:47 PM,"Dinner","Parmesan Cheese, Dry, Grated","13.00 g",54.60,0.00,0.00,1.17,0.00,2.94,0.00,0.05,0.01,0.06,0.01,0.18,9.49,0.78,33.94,0.00,2.73,0.07,0.22,110.89,0.01,0.06,4.42,0.01,81.51,23.40,4.47,234.52,0.55,1.81,1.81,0.00,0.00,0.00,0.00,0.01,3.62,11.18,0.93,0.18,2.00,0.11,0.02,0.01,0.00,0.00,0.11,0.00,0.11,0.01,0.10,0.19,0.36,0.29,0.10,0.20,3.69,0.14,0.05,0.22,0.24,"Dairy and Egg Products"
2024-03-10,5:47 PM,"Dinner","Olive Oil","13.00 g",114.92,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87,7.83,0.13,0.00,0.07,0.00,0.00,0.00,0.13,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,9.48,1.37,1.80,0.02,0.10,0.10,0.00,0.00,1.27,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-10,4:26 PM,"Snacks","Baklava","31.00 g",149.13,0.00,0.00,7.59,60.93,6.04,0.06,0.03,0.43,0.07,0.05,0.00,10.73,17.54,44.75,0.13,0.94,0.30,4.08,8.54,0.09,0.45,11.40,0.25,32.14,38.26,2.04,50.90,0.23,10.07,10.61,0.52,0.33,0.18,3.89,5.96,11.72,13.84,2.14,4.70,3.40,0.20,0.81,0.81,0.00,0.00,3.88,0.01,3.88,0.03,0.04,0.06,0.11,0.04,0.02,0.07,1.62,0.05,0.02,0.05,0.07,"Sweets"
2024-03-10,5:32 PM,"Snacks","Kirkland Signature, Organic Coconut Water, No Sugar Added, Not From Concentrate","0.50 x 1.5 cups (375ml)",25.00,,,,,170.95,,,,,,,,,,,,,,25.00,,0.00,20.00,,20.00,375.00,,47.50,,6.00,6.00,0.00,,,,4.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2024-03-11,7:42 AM,"Breakfast","Ghost, Whey Protein, Chips Ahoy!","67.00 g",274.87,,,,,,,,,,,,,,0.00,0.00,,,,171.79,,0.00,,,,120.26,,240.51,,12.03,12.03,0.00,,,,6.87,5.15,68.72,,,2.58,0.00,,,,,,,,,,,,,,,42.95,,,,,"Supplements"
2024-03-11,7:44 AM,"Breakfast","Bananas, Raw","95.00 g",83.60,0.00,0.00,5.42,3.04,71.54,0.05,0.00,0.63,0.32,0.20,0.00,7.60,13.30,0.91,11.69,0.00,0.12,0.10,4.75,0.10,0.00,26.60,0.25,20.90,309.70,0.00,0.00,0.15,20.23,21.85,1.62,1.09,0.52,3.48,15.03,0.28,0.00,0.03,0.07,0.11,0.00,0.03,0.03,0.00,0.00,0.04,0.00,0.04,0.01,0.05,0.02,0.04,0.03,0.00,0.03,0.70,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2024-03-11,7:45 AM,"Breakfast","Raspberries, Frozen, Unsweetened","50.00 g",28.00,0.00,0.00,19.55,0.21,42.51,0.04,0.05,0.34,0.20,0.03,0.00,5.00,14.00,1.83,8.80,0.00,0.38,3.90,12.00,0.05,0.38,11.50,0.31,15.00,92.00,0.10,2.00,0.16,4.10,6.28,2.15,1.90,0.25,0.10,3.27,0.41,0.00,0.01,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.58,0.02,0.00,0.01,0.01,"Fruits and Fruit Juices"
2024-03-11,7:46 AM,"Breakfast","One Degree Organic Foods, Sprouted Rolled Oats","75.00 g",300.00,,,,,,,,,,,,,,,,,,,42.86,,3.75,,,,321.43,,0.00,,40.71,49.29,8.57,,,,0.00,5.36,0.00,,,0.86,0.00,,,,,,,,,,,,,,,12.86,,,,,"Cereal Grains and Pasta"
2024-03-11,7:47 AM,"Breakfast","Siggi's, 0% Fat Icelandic Yogurt, Vanilla","100.00 g",74.29,,,,,,,,,,,,,,,,,,,100.00,,0.00,,,,142.86,,34.29,,8.00,8.00,0.00,,,,6.29,0.17,5.71,,,0.11,0.00,,,,,,,,,,,,,,,10.29,,,,,"Dairy and Egg Products"
2024-03-11,7:47 AM,"Breakfast","Milk, Whole","150.00 g",90.00,0.00,0.00,0.30,0.00,132.15,0.08,0.21,0.16,0.54,0.09,0.81,10.50,0.00,47.37,0.00,57.60,0.08,0.45,184.50,0.00,0.00,18.00,0.00,151.50,225.00,2.85,57.00,0.63,6.94,6.95,0.00,0.00,0.00,0.00,6.95,4.80,18.00,1.03,0.16,2.79,0.17,0.02,0.02,0.00,0.00,0.13,0.01,0.13,0.03,0.15,0.26,0.50,0.45,0.14,0.24,4.91,0.23,0.06,0.24,0.31,"Dairy and Egg Products"
2024-03-11,7:47 AM,"Breakfast","Kirkland Signature, Natural Peanut Butter, Creamy","23.00 g",132.97,,,,,,,,,,,,,,0.00,0.00,,,,14.38,,0.52,,,,,,0.00,,2.88,5.03,2.16,,,,1.44,11.50,0.00,,,1.44,0.00,,,,,,,,,,,,,,,5.75,,,,,"Vegetables and Vegetable Products"
2024-03-11,7:59 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-11,11:59 AM,"Lunch","Elk, Ground Meat","225.00 g",434.25,0.00,0.00,0.00,0.00,144.32,0.28,0.72,11.97,2.36,0.95,5.78,0.00,18.00,0.00,0.00,0.00,1.28,4.03,22.50,0.32,7.52,54.00,0.02,497.25,796.50,20.25,191.25,14.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.67,175.50,6.20,0.93,9.00,0.35,0.02,0.02,0.00,0.00,0.51,0.18,0.33,0.59,1.85,2.52,4.47,4.90,1.47,2.19,59.94,2.41,0.54,1.87,2.78,"Lamb, Veal, and Game Products"
2024-03-11,11:59 AM,"Lunch","Avocado Oil","2.00 tsp",80.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,0.00,6.41,1.23,1.05,0.00,0.08,0.08,0.00,0.00,1.14,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-11,12:00 PM,"Lunch","Rice, White, Long-Grain, Regular, Enriched, Cooked","270.00 g",351.00,0.00,0.00,6.48,121.01,184.79,0.44,0.04,3.99,1.05,0.25,0.00,0.00,115.56,0.00,0.00,0.00,0.11,0.00,27.00,0.19,3.24,32.40,1.27,116.10,94.50,20.25,2.70,1.32,75.10,76.06,0.92,0.92,0.00,62.10,0.08,0.76,0.00,0.24,0.21,0.21,0.00,0.04,0.04,0.00,0.00,0.17,0.00,0.17,0.15,0.17,0.31,0.60,0.26,0.17,0.39,7.26,0.26,0.08,0.24,0.44,"Cereal Grains and Pasta"
2024-03-11,12:06 PM,"Lunch","Aroy-d, Red Curry Paste","30.00 g",35.40,,,,,,,,,,,,,,0.00,0.00,0.00,,,50.00,,0.50,,,,200.00,,1550.00,,2.70,3.66,0.96,,,,2.28,1.92,0.00,,,0.30,0.00,,,,,,,,,,,,,,,1.32,,,,,"Soups, Sauces, and Gravies"
2024-03-11,6:35 PM,"Dinner","Pizza, Homemade or Restaurant, White, Thin Crust","0.90 8"" diameter",781.68,0.00,0.00,34.06,225.85,70.21,0.90,0.74,5.77,0.83,0.21,0.93,65.53,197.91,207.36,0.34,18.05,2.84,25.01,555.11,0.16,4.57,47.44,0.64,476.32,286.34,30.39,1043.95,2.82,67.55,70.45,2.90,1.13,1.65,54.89,9.19,42.79,89.25,16.07,6.88,17.47,0.66,0.81,0.80,0.00,0.00,5.76,0.00,5.76,0.30,0.89,1.26,2.56,2.20,0.69,1.41,28.63,1.06,0.39,1.32,1.54,"Meals, Entrees, and Sidedishes"
2024-03-11,7:30 PM,"Dinner","Pineapple, Raw","80.00 g",43.20,0.00,0.00,0.00,0.00,67.99,0.05,0.03,0.18,0.17,0.09,0.00,28.00,14.40,2.33,46.88,0.00,0.02,0.56,10.40,0.08,0.04,10.40,0.69,4.00,109.60,0.08,0.00,0.09,10.46,11.27,0.74,0.72,0.02,0.00,9.14,0.17,0.00,0.02,0.06,0.01,0.00,0.02,0.02,0.00,0.00,0.03,0.00,0.03,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.37,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2024-03-11,5:18 PM,"Snacks","Oikos, Greek Yogurt, Vanilla, 0%","200.00 g",148.57,,,,,160.52,0.08,0.48,0.40,0.77,0.10,1.28,,22.00,,,70.00,0.04,0.20,257.14,0.04,0.08,20.00,0.02,238.00,342.86,19.40,80.00,0.92,16.14,17.14,1.00,,,0.66,14.86,0.00,17.14,,,0.00,0.00,,,,,,,,0.09,0.24,0.54,0.99,0.88,0.29,0.54,19.43,0.40,0.06,0.50,0.82,"Dairy and Egg Products"
2024-03-11,5:19 PM,"Snacks","Ghost, Whey Protein, Chips Ahoy!","30.00 g",123.08,,,,,,,,,,,,,,0.00,0.00,,,,76.92,,0.00,,,,53.85,,107.69,,5.38,5.38,0.00,,,,3.08,2.31,30.77,,,1.15,0.00,,,,,,,,,,,,,,,19.23,,,,,"Supplements"
2024-03-12,7:53 AM,"Breakfast","Blueberry, Frozen, Unsweetened","36.00 g",18.36,0.00,0.00,0.89,0.91,31.17,0.01,0.01,0.19,0.05,0.02,0.00,10.08,2.52,0.84,0.90,0.00,0.17,5.90,2.88,0.01,0.06,1.80,0.05,3.96,19.44,0.04,0.36,0.03,3.41,4.38,0.97,0.88,0.09,0.01,3.04,0.23,0.00,0.03,0.10,0.02,0.00,0.04,0.04,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.15,0.00,0.00,0.00,0.01,"Fruits and Fruit Juices"
2024-03-12,7:53 AM,"Breakfast","Kirkland Signature, Natural Peanut Butter, Creamy","21.00 g",121.41,,,,,,,,,,,,,,0.00,0.00,,,,13.13,,0.47,,,,,,0.00,,2.63,4.59,1.97,,,,1.31,10.50,0.00,,,1.31,0.00,,,,,,,,,,,,,,,5.25,,,,,"Vegetables and Vegetable Products"
2024-03-12,7:56 AM,"Breakfast","Bananas, Raw","104.00 g",91.52,0.00,0.00,5.93,3.33,78.31,0.06,0.00,0.69,0.35,0.22,0.00,8.32,14.56,1.00,12.79,0.00,0.14,0.10,5.20,0.11,0.00,29.12,0.27,22.88,339.04,0.00,0.00,0.17,22.14,23.92,1.77,1.20,0.57,3.81,16.45,0.30,0.00,0.03,0.08,0.12,0.00,0.03,0.03,0.00,0.00,0.05,0.00,0.05,0.01,0.05,0.02,0.05,0.04,0.01,0.03,0.77,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2024-03-12,7:56 AM,"Breakfast","Overnight protien oats","1.00 full recipe",615.00,0.00,0.00,0.30,0.00,132.15,0.08,0.21,0.16,0.54,0.09,0.81,10.50,0.00,47.37,0.00,57.60,0.08,0.45,414.86,0.00,4.43,18.00,0.00,151.50,546.43,2.85,150.75,0.63,53.28,61.86,8.57,0.00,0.00,0.00,10.70,12.03,121.13,1.03,0.16,4.40,0.17,0.02,0.02,0.00,0.00,0.13,0.01,0.13,0.03,0.15,0.26,0.50,0.45,0.14,0.24,64.64,0.23,0.06,0.24,0.31,""
2024-03-12,7:57 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-12,12:50 PM,"Lunch","Chipotle, Chicken","2.00 order",377.16,0.00,0.00,0.91,2.08,150.55,0.15,0.24,25.70,2.03,1.29,0.70,47.30,12.44,22.70,3.92,10.34,1.25,2.12,32.65,0.12,2.26,57.66,0.06,448.16,531.24,50.50,619.30,2.56,0.26,0.61,0.29,0.19,0.10,0.00,0.25,11.36,175.10,3.96,2.75,3.02,0.19,0.24,0.12,0.06,0.02,2.39,0.17,2.22,0.82,1.98,3.37,4.78,5.42,1.76,2.53,63.81,2.69,0.75,2.15,3.16,"Fast Foods"
2024-03-12,12:50 PM,"Lunch","Chipotle, Black Beans","1.00 cup, whole pieces",196.16,0.00,0.00,96.23,175.77,122.04,0.34,0.09,0.79,0.36,0.14,0.00,49.90,202.23,4.45,4.93,0.00,1.70,5.58,40.28,0.30,2.87,95.82,0.62,191.26,511.99,1.82,318.15,1.53,21.47,33.46,11.89,11.33,0.56,12.01,1.71,2.32,0.00,0.66,0.87,0.49,0.00,0.17,0.17,0.00,0.00,0.70,0.00,0.70,0.13,0.33,0.52,0.94,0.81,0.18,0.64,11.95,0.50,0.14,0.34,0.62,"Fast Foods"
2024-03-12,12:50 PM,"Lunch","Chipotle, White Rice","1.25 order",249.90,0.00,0.00,4.18,71.76,84.78,0.26,0.02,2.38,0.64,0.15,0.00,49.50,69.66,4.31,1.11,0.00,1.60,5.04,18.17,0.11,1.95,19.99,0.76,69.88,69.25,12.44,437.11,0.80,44.78,45.43,0.62,0.58,0.04,36.68,0.22,5.09,0.00,1.96,1.74,1.04,0.00,0.10,0.10,0.00,0.00,1.65,0.00,1.65,0.09,0.10,0.19,0.35,0.15,0.10,0.23,4.34,0.15,0.05,0.14,0.26,"Fast Foods"
2024-03-12,12:51 PM,"Lunch","Chipotle, Tomato Salsa, Mild","1.00 order",17.19,0.00,0.00,4.47,4.45,93.12,0.03,0.02,0.38,0.08,0.09,0.00,272.95,11.79,24.98,17.47,0.00,0.28,6.98,11.10,0.05,0.24,8.63,0.09,18.70,157.01,0.12,549.12,0.13,2.89,3.82,0.89,0.74,0.16,0.00,2.22,0.14,0.00,0.02,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.00,0.02,0.71,0.02,0.01,0.01,0.02,"Fast Foods"
2024-03-12,12:03 PM,"Lunch","Chipotle, Fajita Vegetables","1.00 order",19.64,0.00,0.00,2.15,12.45,64.40,0.03,0.02,0.24,0.05,0.13,0.00,118.96,9.60,10.55,34.31,0.00,0.23,4.49,7.94,0.04,0.25,6.30,0.08,13.70,101.27,0.23,149.66,0.09,3.82,4.64,0.76,0.69,0.08,0.17,2.19,0.12,0.00,0.01,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.63,0.02,0.01,0.01,0.02,"Fast Foods"
2024-03-12,12:03 PM,"Lunch","Chipotle, Cheese","1.00 order",110.85,0.00,0.00,2.84,0.00,11.11,0.00,0.11,0.03,0.06,0.02,0.24,22.11,5.10,56.27,0.00,0.00,0.07,0.71,202.70,0.00,0.00,8.51,0.00,133.53,23.53,4.11,187.68,1.07,0.54,0.54,0.00,0.00,0.00,0.00,0.14,9.25,28.35,1.89,0.28,5.43,0.21,0.07,0.07,0.00,0.00,0.16,0.00,0.16,0.03,0.23,0.40,0.61,0.53,0.17,0.34,6.41,0.23,0.08,0.31,0.43,"Fast Foods"
2024-03-12,12:09 PM,"Lunch","Chipotle, Roasted Chili-Corn Salsa, Medium","0.80 order",58.01,0.00,0.00,1.93,24.48,63.73,0.07,0.04,0.98,0.41,0.15,0.00,92.78,18.02,8.11,9.33,0.00,0.13,4.05,6.81,0.06,0.41,19.54,0.16,54.26,181.99,0.53,263.71,0.33,11.00,12.98,1.92,1.62,0.30,2.15,4.83,0.80,0.00,0.19,0.34,0.11,0.00,0.01,0.01,0.00,0.00,0.12,0.00,0.12,0.02,0.05,0.08,0.19,0.08,0.04,0.08,2.02,0.08,0.02,0.07,0.10,"Fast Foods"
2024-03-12,6:01 PM,"Dinner","Halibut, Pacific, Cooked","213.00 g",236.43,0.00,0.00,0.17,0.00,162.14,0.12,0.08,16.85,0.89,1.35,2.71,0.00,29.82,51.12,0.00,492.03,1.58,0.00,19.17,0.06,0.43,59.64,0.03,611.31,1124.64,118.00,174.66,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.43,127.80,1.22,0.75,0.75,0.06,0.59,0.03,0.33,0.17,0.09,0.04,0.05,0.58,1.59,2.48,4.38,4.94,1.59,2.10,48.01,2.36,0.60,1.82,2.77,"Finfish and Shellfish Products"
2024-03-12,6:01 PM,"Dinner","Tesco, Mini Roast Potatoes","275.00 g",223.32,,,,,,,,,,,,,,,,,,,,,,,,,,,88.00,,39.82,43.78,3.96,,,,2.42,2.64,,,,0.44,,,,,,,,,,,,,,,,7.48,,,,,"Vegetables and Vegetable Products"
2024-03-12,6:02 PM,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","100.00 g",130.00,0.00,0.00,2.40,44.82,68.44,0.16,0.01,1.48,0.39,0.09,0.00,0.00,42.80,0.00,0.00,0.00,0.04,0.00,10.00,0.07,1.20,12.00,0.47,43.00,35.00,7.50,1.00,0.49,27.81,28.17,0.34,0.34,0.00,23.00,0.03,0.28,0.00,0.09,0.08,0.08,0.00,0.01,0.01,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.12,0.22,0.10,0.06,0.14,2.69,0.10,0.03,0.09,0.16,"Cereal Grains and Pasta"
2024-03-12,6:02 PM,"Dinner","Olive Oil","1.00 tbsp",119.34,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,8.13,0.13,0.00,0.08,0.00,0.00,0.00,0.13,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,9.85,1.42,1.86,0.02,0.10,0.10,0.00,0.00,1.32,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2024-03-13,7:28 AM,"Breakfast","Bananas, Raw","93.00 g",81.84,0.00,0.00,5.30,2.98,70.03,0.05,0.00,0.62,0.31,0.19,0.00,7.44,13.02,0.89,11.44,0.00,0.12,0.09,4.65,0.09,0.00,26.04,0.24,20.46,303.18,0.00,0.00,0.15,19.80,21.39,1.58,1.07,0.51,3.40,14.71,0.27,0.00,0.03,0.07,0.10,0.00,0.03,0.03,0.00,0.00,0.04,0.00,0.04,0.01,0.05,0.02,0.04,0.03,0.00,0.03,0.69,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2024-03-13,7:29 AM,"Breakfast","Kirkland Signature, Natural Peanut Butter, Creamy","20.00 g",115.63,,,,,,,,,,,,,,0.00,0.00,,,,12.50,,0.45,,,,,,0.00,,2.50,4.38,1.88,,,,1.25,10.00,0.00,,,1.25,0.00,,,,,,,,,,,,,,,5.00,,,,,"Vegetables and Vegetable Products"
2024-03-13,7:30 AM,"Breakfast","Raspberries, Frozen, Unsweetened","32.00 g",17.92,0.00,0.00,12.51,0.13,27.20,0.03,0.03,0.22,0.13,0.02,0.00,3.20,8.96,1.17,5.63,0.00,0.24,2.50,7.68,0.03,0.24,7.36,0.20,9.60,58.88,0.06,1.28,0.10,2.62,4.02,1.38,1.22,0.16,0.06,2.09,0.26,0.00,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.01,0.00,0.01,0.01,"Fruits and Fruit Juices"
2024-03-13,7:33 AM,"Breakfast","Ghost, Whey Protein, Chips Ahoy!","62.00 g",254.36,,,,,,,,,,,,,,0.00,0.00,,,,158.97,,0.00,,,,111.28,,222.56,,11.13,11.13,0.00,,,,6.36,4.77,63.59,,,2.38,0.00,,,,,,,,,,,,,,,39.74,,,,,"Supplements"
2024-03-13,7:33 AM,"Breakfast","One Degree Organic Foods, Sprouted Rolled Oats","75.00 g",300.00,,,,,,,,,,,,,,,,,,,42.86,,3.75,,,,321.43,,0.00,,40.71,49.29,8.57,,,,0.00,5.36,0.00,,,0.86,0.00,,,,,,,,,,,,,,,12.86,,,,,"Cereal Grains and Pasta"
2024-03-13,7:33 AM,"Breakfast","Milk, Whole","150.00 g",90.00,0.00,0.00,0.30,0.00,132.15,0.08,0.21,0.16,0.54,0.09,0.81,10.50,0.00,47.37,0.00,57.60,0.08,0.45,184.50,0.00,0.00,18.00,0.00,151.50,225.00,2.85,57.00,0.63,6.94,6.95,0.00,0.00,0.00,0.00,6.95,4.80,18.00,1.03,0.16,2.79,0.17,0.02,0.02,0.00,0.00,0.13,0.01,0.13,0.03,0.15,0.26,0.50,0.45,0.14,0.24,4.91,0.23,0.06,0.24,0.31,"Dairy and Egg Products"
2024-03-13,7:33 AM,"Breakfast","Coffe & Milk","1.00 full recipe",49.30,0.00,142.08,1.57,24.86,420.21,0.09,0.38,0.76,1.18,0.05,0.41,5.34,7.10,24.08,0.00,29.28,0.07,0.58,100.89,0.01,0.04,19.81,0.08,87.67,288.42,1.45,36.08,0.39,3.53,5.20,1.67,0.00,1.67,0.00,3.53,2.51,9.15,0.58,0.09,1.43,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.02,0.08,0.14,0.27,0.23,0.07,0.13,2.92,0.12,0.03,0.13,0.17,""
2024-03-13,12:06 PM,"Lunch","Rice, White, Long-Grain, Regular, Enriched, Cooked","240.00 g",312.00,0.00,0.00,5.76,107.57,164.26,0.39,0.03,3.54,0.94,0.22,0.00,0.00,102.72,0.00,0.00,0.00,0.10,0.00,24.00,0.17,2.88,28.80,1.13,103.20,84.00,18.00,2.40,1.18,66.75,67.61,0.82,0.82,0.00,55.20,0.07,0.67,0.00,0.21,0.18,0.18,0.00,0.03,0.03,0.00,0.00,0.15,0.00,0.15,0.13,0.15,0.28,0.53,0.23,0.15,0.35,6.46,0.23,0.07,0.22,0.39,"Cereal Grains and Pasta"
